DateTime,COGT,PT08_S1CO,NMHCGT,C6H6GT,PT08_S2NMHC,NOxGT,PT08_S3NOx,NO2GT,PT08_S4NO2,PT08_S5O3,T,RH,AH,Unnamed: 15,Unnamed: 16,hour,day,month,dayofweek,weekend,hour_sin,hour_cos,month_sin,month_cos,COGT_lag_1,COGT_lag_3,COGT_lag_6,COGT_lag_12,COGT_lag_24,COGT_rolling_mean_3,COGT_rolling_std_3,COGT_rolling_mean_6,COGT_rolling_std_6,COGT_rolling_mean_12,COGT_rolling_std_12,COGT_rolling_mean_24,COGT_rolling_std_24,T_lag_1,T_lag_6,T_lag_24,RH_lag_1,RH_lag_6,RH_lag_24,temp_humidity
2004-03-12 09:00:00,4.4,1545.0,202.0,22.1,1353.0,307.0,767.0,141.0,2058.0,1588.0,9.2,56.2,0.6561,,,9,12,3,4,0,0.7071067811865476,-0.7071067811865475,1.0,6.123233995736766e-17,4.4,0.8,0.8,3.9,2.2,3.4,1.7320508075688772,2.066666666666667,1.8272018680667634,1.7250000000000003,1.3129598761438352,2.4708333333333337,1.7324220709411604,7.3,7.0,10.5,63.1,62.3,60.6,5.1704
2004-03-12 10:00:00,3.1,1350.0,208.0,14.0,1118.0,187.0,912.0,122.0,1712.0,1237.0,13.2,41.7,0.632,,,10,12,3,4,0,0.49999999999999994,-0.8660254037844387,1.0,6.123233995736766e-17,4.4,1.4,0.8,1.5,1.7,3.966666666666667,0.7505553499465136,2.45,1.7478558292948545,1.8583333333333334,1.368116378179292,2.529166666666667,1.728904947890595,9.2,6.1,10.8,56.2,65.9,58.4,5.5044
2004-03-12 11:00:00,2.7,1263.0,166.0,11.6,1037.0,216.0,969.0,143.0,1598.0,1167.0,14.3,38.4,0.6243,,,11,12,3,4,0,0.258819045102521,-0.9659258262890682,1.0,6.123233995736766e-17,3.1,4.4,0.6,1.0,1.5,3.4,0.8888194417315588,2.8000000000000003,1.4953260514015005,2.0000000000000004,1.3591441157113275,2.5791666666666666,1.715144604542939,13.2,6.3,10.5,41.7,65.0,57.9,5.4912
2004-03-12 12:00:00,2.1,1206.0,114.0,10.2,986.0,143.0,1035.0,113.0,1537.0,959.0,15.0,36.5,0.6195,,,12,12,3,4,0,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,2.7,4.4,0.8,1.7,1.6,2.6333333333333333,0.5033222956847153,3.016666666666667,1.2155931336868724,2.033333333333333,1.356019129211634,2.6,1.705744769123243,14.3,6.8,9.5,38.4,62.9,66.8,5.475
2004-03-12 13:00:00,2.5,1252.0,140.0,11.0,1016.0,160.0,1008.0,116.0,1593.0,983.0,16.1,34.5,0.6262,,,13,12,3,4,0,-0.2588190451025208,-0.9659258262890683,1.0,6.123233995736766e-17,2.1,3.1,1.4,1.9,1.9,2.433333333333333,0.3055050463303866,3.2000000000000006,0.9838699100999092,2.0833333333333335,1.3617057039766058,2.625,1.6994244550025963,15.0,6.4,8.3,36.5,65.1,76.4,5.554500000000001
2004-03-12 14:00:00,2.7,1287.0,169.0,12.8,1078.0,163.0,949.0,123.0,1660.0,1061.0,16.3,35.7,0.656,,,14,12,3,4,0,-0.4999999999999997,-0.8660254037844388,1.0,6.123233995736766e-17,2.5,2.7,4.4,1.4,2.9,2.433333333333333,0.3055050463303866,2.9166666666666665,0.7960318251594403,2.191666666666667,1.354090324188385,2.6166666666666667,1.6985074436786802,16.1,7.3,8.0,34.5,63.1,81.1,5.819100000000001
2004-03-12 15:00:00,2.9,1353.0,185.0,14.2,1122.0,190.0,922.0,126.0,1740.0,1139.0,15.8,37.0,0.661,,,15,12,3,4,0,-0.7071067811865471,-0.7071067811865479,1.0,6.123233995736766e-17,2.7,2.1,4.4,0.8,2.2,2.6999999999999997,0.19999999999999632,2.6666666666666665,0.3444802848737053,2.3666666666666667,1.292167547068479,2.6458333333333335,1.6970509373787142,16.3,9.2,8.3,35.7,56.2,79.8,5.846
2004-03-12 16:00:00,2.8,1309.0,165.0,12.7,1073.0,178.0,954.0,120.0,1657.0,1112.0,15.9,37.2,0.6657,,,16,12,3,4,0,-0.8660254037844385,-0.5000000000000004,1.0,6.123233995736766e-17,2.9,2.5,3.1,0.8,2.2,2.7999999999999994,0.0999999999999929,2.6166666666666667,0.2857738033247083,2.5333333333333337,1.1972189997378648,2.670833333333333,1.69461529985208,15.8,13.2,9.7,37.0,41.7,71.2,5.9148000000000005
2004-03-12 17:00:00,2.4,1274.0,133.0,11.7,1041.0,150.0,1006.0,119.0,1610.0,994.0,16.9,34.3,0.6549,,,17,12,3,4,0,-0.9659258262890683,-0.25881904510252063,1.0,6.123233995736766e-17,2.8,2.7,2.7,0.6,2.9,2.6999999999999993,0.2645751311064563,2.5666666666666664,0.29439202887759874,2.6833333333333336,1.0347009522591837,2.65,1.6947489233050066,15.9,14.3,9.8,37.2,38.4,67.6,5.7966999999999995
2004-03-12 18:00:00,3.9,1510.0,233.0,19.3,1277.0,206.0,812.0,149.0,1910.0,1410.0,15.1,39.6,0.6766,,,18,12,3,4,0,-1.0,-1.8369701987210297e-16,1.0,6.123233995736766e-17,2.4,2.9,2.1,0.8,4.8,3.0333333333333328,0.7767453465154021,2.8666666666666667,0.5391351098441555,2.941666666666667,0.8999579114737778,2.6125000000000003,1.6545884816105367,16.9,15.0,10.3,34.3,36.5,64.2,5.9796000000000005
2004-03-12 19:00:00,3.7,1525.0,242.0,18.2,1246.0,202.0,821.0,145.0,1847.0,1448.0,14.4,43.4,0.7084,,,19,12,3,4,0,-0.9659258262890684,0.2588190451025203,1.0,6.123233995736766e-17,3.9,2.8,2.5,1.4,6.9,3.3333333333333335,0.8144527815247069,3.0666666666666664,0.5955389715767306,3.1333333333333333,0.7784989441615243,2.4791666666666665,1.404025011131945,15.1,16.1,9.7,39.6,34.5,69.3,6.2496
2004-03-12 20:00:00,6.6,1843.0,488.0,32.6,1610.0,340.0,624.0,170.0,2390.0,1887.0,12.9,50.5,0.7478,,,20,12,3,4,0,-0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,3.7,2.4,2.7,4.4,6.1,4.733333333333333,1.6196707484341781,3.716666666666667,1.5223884742951357,3.3166666666666664,1.2312841288917065,2.5,1.4625766423618998,14.4,16.3,9.6,43.4,35.7,67.8,6.514500000000001
2004-03-12 21:00:00,4.4,1598.0,333.0,20.1,1299.0,274.0,752.0,149.0,1941.0,1627.0,12.1,53.3,0.7536,,,21,12,3,4,0,-0.7071067811865477,0.7071067811865474,1.0,6.123233995736766e-17,6.6,3.9,2.9,4.4,3.9,4.8999999999999995,1.5132745950421547,3.9666666666666663,1.4841383583300687,3.3166666666666664,1.2312841288917065,2.5208333333333335,1.4867470082924892,12.9,15.8,9.1,50.5,37.0,64.0,6.449299999999999
2004-03-12 22:00:00,3.5,1484.0,215.0,14.3,1127.0,253.0,839.0,139.0,1723.0,1491.0,11.0,59.1,0.774,,,22,12,3,4,0,-0.5000000000000004,0.8660254037844384,1.0,6.123233995736766e-17,4.4,3.7,2.8,3.1,1.5,4.833333333333333,1.5947831618540904,4.083333333333333,1.3991664185030568,3.3499999999999996,1.2302992983970875,2.6041666666666665,1.483087017490638,12.1,15.9,8.2,53.3,37.2,63.4,6.501
2004-03-12 23:00:00,5.4,1677.0,367.0,21.8,1346.0,300.0,741.0,134.0,2062.0,1657.0,9.7,64.6,0.7771,,,23,12,3,4,0,-0.25881904510252157,0.9659258262890681,1.0,6.123233995736766e-17,3.5,6.6,2.4,2.7,1.0,4.433333333333334,0.9504384952922152,4.583333333333333,1.1990273836183525,3.5750000000000006,1.3424028659629186,2.7875,1.5467532615688624,11.0,16.9,8.2,59.1,34.3,60.8,6.266199999999999
2004-03-13 00:00:00,2.7,1280.0,122.0,9.6,964.0,193.0,963.0,113.0,1544.0,1285.0,9.5,64.1,0.7597,,,0,13,3,5,1,0.0,1.0,1.0,6.123233995736766e-17,5.4,4.4,3.9,2.1,1.7,3.866666666666667,1.3868429375143136,4.383333333333334,1.416215614469305,3.625,1.2927243958541075,2.829166666666667,1.5295578123919593,9.7,15.1,8.3,64.6,39.6,58.5,6.089499999999999
2004-03-13 01:00:00,1.9,1196.0,67.0,7.4,873.0,139.0,1071.0,97.0,1463.0,1144.0,9.1,63.9,0.7423,,,1,13,3,5,1,0.25881904510252074,0.9659258262890683,1.0,6.123233995736766e-17,2.7,3.5,3.7,2.5,1.9,3.3333333333333335,1.8339392937971883,4.083333333333334,1.7428903197466763,3.5749999999999997,1.350504956067781,2.829166666666667,1.5295578123919593,9.5,14.4,7.7,64.1,43.4,59.7,5.8149
2004-03-13 02:00:00,1.6,1184.0,43.0,5.4,782.0,83.0,1176.0,82.0,1365.0,1043.0,8.8,63.9,0.7256,,,2,13,3,5,1,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,1.9,5.4,6.6,2.7,1.4,2.066666666666667,0.5686240703077275,3.25,1.473431369287353,3.483333333333333,1.449033115459054,2.8375000000000004,1.5219588350714925,9.1,12.9,7.1,63.9,50.5,61.8,5.623200000000001
2004-03-13 03:00:00,1.7,1172.0,46.0,5.4,783.0,83.0,1179.0,82.0,1380.0,996.0,7.8,67.5,0.7173,,,3,13,3,5,1,0.7071067811865476,0.7071067811865476,1.0,6.123233995736766e-17,1.6,2.7,4.4,2.9,0.8,1.7333333333333334,0.15275252316517396,2.8000000000000003,1.4642404174178516,3.3833333333333333,1.5319822769763687,2.875,1.4800851914376565,8.8,12.1,7.0,63.9,53.3,62.3,5.265
2004-03-13 04:00:00,1.7,1147.0,56.0,6.2,821.0,109.0,1132.0,83.0,1412.0,992.0,7.0,71.1,0.7158,,,4,13,3,5,1,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,1.7,1.9,3.5,2.8,0.8,1.6666666666666667,0.0577350269189073,2.5,1.4764823060233414,3.2916666666666665,1.6013961711486946,2.9125,1.4359703581777787,7.8,11.0,6.1,67.5,59.1,65.9,4.976999999999999
2004-03-13 05:00:00,1.0,978.0,30.0,2.6,625.0,62.0,1420.0,65.0,1274.0,819.0,8.3,63.6,0.6982,,,5,13,3,5,1,0.9659258262890683,0.25881904510252074,1.0,6.123233995736766e-17,1.7,1.6,5.4,2.4,0.6,1.4666666666666668,0.40414518843273795,1.7666666666666666,0.550151494287409,3.1749999999999994,1.7189452368451792,2.9291666666666667,1.410050620943514,7.0,9.7,6.3,71.1,64.6,65.0,5.278800000000001
2004-03-13 06:00:00,1.2,1100.0,27.0,2.9,646.0,53.0,1406.0,60.0,1268.0,835.0,7.2,67.5,0.6887,,,6,13,3,5,1,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,1.0,1.7,2.7,3.9,0.8,1.2999999999999998,0.3605551275463988,1.5166666666666666,0.3430257521916811,2.9499999999999997,1.7906321890225356,2.9458333333333333,1.385947852292922,8.3,9.5,6.8,63.6,64.1,62.9,4.86
2004-03-13 07:00:00,1.5,1112.0,47.0,5.1,770.0,139.0,1228.0,77.0,1409.0,940.0,6.3,71.9,0.6932,,,7,13,3,5,1,0.9659258262890683,-0.25881904510252063,1.0,6.123233995736766e-17,1.2,1.7,1.9,3.7,1.4,1.2333333333333334,0.25166114784235805,1.45,0.2880972058177619,2.766666666666666,1.819257257700782,2.9499999999999997,1.3812407780530238,7.2,9.1,6.4,67.5,63.9,65.1,4.5297
2004-03-13 08:00:00,2.7,1336.0,132.0,11.8,1043.0,256.0,935.0,96.0,1678.0,1192.0,6.5,71.6,0.6945,,,8,13,3,5,1,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,1.5,1.0,1.6,6.6,4.4,1.8,0.7937253933193774,1.6333333333333335,0.5921711464320673,2.441666666666667,1.3634570589186703,2.879166666666667,1.346809165225806,6.3,8.8,7.3,71.9,63.9,63.1,4.654
2004-03-13 09:00:00,3.7,1408.0,239.0,15.1,1153.0,295.0,830.0,119.0,1777.0,1411.0,9.6,59.7,0.7124,,,9,13,3,5,1,0.7071067811865476,-0.7071067811865475,1.0,6.123233995736766e-17,2.7,1.2,1.7,4.4,4.4,2.6333333333333333,1.101514109457221,1.9666666666666668,1.034730238596838,2.3833333333333333,1.2847591449785674,2.85,1.3197496468780672,6.5,7.8,9.2,71.6,67.5,56.2,5.7312
2004-03-13 10:00:00,3.2,1447.0,160.0,12.9,1081.0,250.0,869.0,126.0,1667.0,1465.0,12.4,51.2,0.7335,,,10,13,3,5,1,0.49999999999999994,-0.8660254037844387,1.0,6.123233995736766e-17,3.7,1.5,1.7,3.5,3.1,3.2000000000000006,0.5000000000000011,2.216666666666667,1.133872420806975,2.358333333333334,1.263802583355869,2.8541666666666665,1.3207307485422333,9.6,7.0,13.2,59.7,71.1,41.7,6.348800000000001
2004-03-13 11:00:00,4.1,1542.0,283.0,16.1,1184.0,296.0,808.0,158.0,1780.0,1583.0,15.6,42.2,0.7451,,,11,13,3,5,1,0.258819045102521,-0.9659258262890682,1.0,6.123233995736766e-17,3.2,2.7,1.0,5.4,2.7,3.6666666666666665,0.4509249752822905,2.733333333333333,1.1741663709486276,2.25,1.0095003264441806,2.9125,1.3443319013062085,12.4,8.3,14.3,51.2,63.6,38.4,6.583200000000001
2004-03-13 12:00:00,3.6,1451.0,210.0,14.0,1117.0,239.0,875.0,161.0,1679.0,1387.0,18.4,33.8,0.709,,,12,13,3,5,1,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,4.1,3.7,1.2,2.7,2.1,3.6333333333333333,0.45092497528229036,3.1333333333333333,0.9309493362512647,2.325,1.077138464974337,2.9749999999999996,1.3397761006974265,15.6,7.2,15.0,42.2,67.5,36.5,6.219199999999998
2004-03-13 13:00:00,2.8,1328.0,154.0,12.3,1059.0,153.0,987.0,124.0,1600.0,1101.0,19.4,31.3,0.695,,,13,13,3,5,1,-0.2588190451025208,-0.9659258262890683,1.0,6.123233995736766e-17,3.6,3.2,1.5,1.9,2.5,3.5,0.6557438524302007,3.35,0.5468089245796964,2.4,1.0761885607001298,2.9874999999999994,1.3365473039335998,18.4,6.3,16.1,33.8,71.9,34.5,6.072199999999999
2004-03-13 14:00:00,2.0,1207.0,112.0,8.6,924.0,118.0,1088.0,102.0,1488.0,850.0,18.0,34.8,0.7127,,,14,13,3,5,1,-0.4999999999999997,-0.8660254037844388,1.0,6.123233995736766e-17,2.8,4.1,2.7,1.6,2.7,2.8000000000000003,0.8,3.233333333333334,0.7501111028818802,2.433333333333333,1.0551461194229603,2.9583333333333335,1.3506573815438323,19.4,6.5,16.3,31.3,71.6,35.7,6.263999999999999
2004-03-13 15:00:00,2.0,1240.0,108.0,9.2,947.0,119.0,1049.0,116.0,1532.0,947.0,18.4,33.6,0.7042,,,15,13,3,5,1,-0.7071067811865471,-0.7071067811865479,1.0,6.123233995736766e-17,2.0,3.6,3.7,1.7,2.9,2.266666666666667,0.46188021535169954,2.9499999999999997,0.8526429498916905,2.4583333333333335,1.0396313449167125,2.920833333333333,1.364767591830252,18.0,9.6,15.8,34.8,59.7,37.0,6.1824
2004-03-13 16:00:00,2.5,1306.0,111.0,10.2,987.0,138.0,1004.0,124.0,1554.0,1078.0,17.6,35.1,0.7012,,,16,13,3,5,1,-0.8660254037844385,-0.5000000000000004,1.0,6.123233995736766e-17,2.0,2.8,3.2,1.7,2.8,2.1666666666666665,0.2886751345948129,2.8333333333333335,0.8594571930391125,2.525,1.0118614709354417,2.908333333333333,1.3672939528949835,18.4,12.4,15.9,33.6,51.2,37.2,6.177600000000001
2004-03-13 17:00:00,2.3,1326.0,97.0,10.6,1000.0,148.0,976.0,125.0,1602.0,1084.0,16.7,37.8,0.7117,,,17,13,3,5,1,-0.9659258262890683,-0.25881904510252063,1.0,6.123233995736766e-17,2.5,2.0,4.1,1.0,2.4,2.266666666666666,0.25166114784235843,2.533333333333333,0.6055300708195014,2.6333333333333333,0.8967956424082488,2.904166666666667,1.3690616166356167,17.6,15.6,16.9,35.1,42.2,34.3,6.312599999999999
2004-03-13 18:00:00,3.2,1473.0,191.0,15.5,1163.0,227.0,831.0,148.0,1779.0,1395.0,16.1,41.0,0.7451,,,18,13,3,5,1,-1.0,-1.8369701987210297e-16,1.0,6.123233995736766e-17,2.3,2.0,3.6,1.2,3.9,2.6666666666666665,0.47258156262526113,2.4666666666666663,0.4718756898449742,2.8000000000000003,0.7850882984503311,2.875,1.354300718002693,16.7,18.4,15.1,37.8,33.8,39.6,6.601
2004-03-13 19:00:00,4.2,1609.0,258.0,19.6,1286.0,277.0,758.0,165.0,1922.0,1612.0,15.8,42.4,0.7569,,,19,13,3,5,1,-0.9659258262890684,0.2588190451025203,1.0,6.123233995736766e-17,3.2,2.5,2.8,1.5,3.7,3.233333333333333,0.9504384952922171,2.7000000000000006,0.8579044235810908,3.025,0.7652985157321411,2.8958333333333335,1.3712828543618079,16.1,19.4,14.4,41.0,31.3,43.4,6.699199999999999
2004-03-13 20:00:00,4.2,1611.0,284.0,19.2,1274.0,279.0,754.0,161.0,1915.0,1697.0,15.7,44.1,0.7786,,,20,13,3,5,1,-0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,4.2,2.3,2.0,2.7,6.6,3.866666666666667,0.5773502691896258,3.066666666666667,0.9626352718795785,3.15,0.8273726213414696,2.795833333333333,1.1607640537188417,15.8,18.0,12.9,42.4,34.8,50.5,6.9237
2004-03-13 21:00:00,4.2,1621.0,269.0,18.3,1247.0,283.0,762.0,159.0,1860.0,1886.0,15.3,46.8,0.8091,,,21,13,3,5,1,-0.7071067811865477,0.7071067811865474,1.0,6.123233995736766e-17,4.2,3.2,2.0,3.7,4.4,4.2,0.0,3.4333333333333336,0.8914407813571634,3.1916666666666664,0.8691253004479781,2.7875,1.1494091109556366,15.7,18.4,12.1,44.1,33.6,53.3,7.160399999999999
2004-03-13 22:00:00,3.1,1444.0,180.0,13.1,1089.0,214.0,844.0,143.0,1748.0,1624.0,14.6,48.6,0.806,,,22,13,3,5,1,-0.5000000000000004,0.8660254037844384,1.0,6.123233995736766e-17,4.2,4.2,2.5,3.2,3.5,3.8333333333333335,0.6350852961085883,3.5333333333333337,0.7941452428030215,3.183333333333333,0.8695174558688321,2.7708333333333335,1.1415013632575484,15.3,17.6,11.0,46.8,35.1,59.1,7.095600000000001
2004-03-13 23:00:00,2.6,1418.0,116.0,10.9,1010.0,172.0,892.0,130.0,1603.0,1536.0,14.7,49.3,0.8193,,,23,13,3,5,1,-0.25881904510252157,0.9659258262890681,1.0,6.123233995736766e-17,3.1,4.2,2.3,4.1,5.4,3.3000000000000003,0.8185352771872452,3.5833333333333335,0.7054549359574074,3.058333333333333,0.8328028614627871,2.6541666666666663,0.9947598209865919,14.6,16.7,9.7,48.6,37.8,64.6,7.2471
2004-03-14 00:00:00,2.9,1534.0,93.0,11.0,1013.0,190.0,889.0,129.0,1611.0,1535.0,13.9,53.6,0.8498,,,0,14,3,6,1,0.0,1.0,1.0,6.123233995736766e-17,2.6,4.2,3.2,3.6,2.7,2.8666666666666667,0.25166114784235916,3.5333333333333337,0.7474400756359467,3.0,0.8157539736063475,2.6625,0.9959974244772013,14.7,16.1,9.5,49.3,41.0,64.1,7.450400000000001
2004-03-14 01:00:00,2.8,1484.0,131.0,11.9,1045.0,174.0,880.0,119.0,1624.0,1530.0,14.6,51.5,0.8536,,,1,14,3,6,1,0.25881904510252074,0.9659258262890683,1.0,6.123233995736766e-17,2.9,3.1,4.2,2.8,1.9,2.766666666666667,0.15275252316519647,3.2999999999999994,0.7155417527999349,3.0,0.8157539736063475,2.6999999999999997,0.9828972258185186,13.9,15.8,9.1,53.6,42.4,63.9,7.519
2004-03-14 02:00:00,2.5,1367.0,92.0,8.6,925.0,128.0,953.0,104.0,1543.0,1337.0,12.5,58.9,0.8537,,,2,14,3,6,1,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,2.8,2.6,4.2,2.0,1.6,2.733333333333333,0.20816659994661477,3.016666666666666,0.617791766428357,3.0416666666666665,0.7716079236754817,2.7375000000000003,0.9559027147152583,14.6,15.7,8.8,51.5,44.1,63.9,7.3625
