DateTime,PT08_S1CO,NMHCGT,C6H6GT,PT08_S2NMHC,NOxGT,PT08_S3NOx,NO2GT,PT08_S4NO2,PT08_S5O3,T,RH,AH,Unnamed: 15,Unnamed: 16,hour,day,month,dayofweek,weekend,hour_sin,hour_cos,month_sin,month_cos,COGT_lag_1,COGT_lag_3,COGT_lag_6,COGT_lag_12,COGT_lag_24,COGT_rolling_mean_6,COGT_rolling_std_6,COGT_rolling_mean_12,COGT_rolling_std_12,COGT_rolling_mean_24,COGT_rolling_std_24,temp_humidity
2004-03-12 04:00:00,831.0,10.0,1.1,506.0,21.0,1893.0,32.0,1134.0,384.0,6.1,65.9,0.6248,,,4,12,3,4,0,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0.8,1.9,1.5,2.2,0.6,1.2666666666666666,0.47187568984497236,2.808333333333333,2.128361868297833,2.2666666666666666,1.6364507369587251,4.0199
2004-03-12 05:00:00,847.0,7.0,1.0,501.0,30.0,1895.0,44.0,1155.0,394.0,6.3,65.0,0.6233,,,5,12,3,4,0,0.9659258262890683,0.25881904510252074,1.0,6.123233995736766e-17,0.8,1.4,1.0,2.9,0.7,1.2,0.5403702434442537,2.6166666666666667,2.2209061759615696,2.2625,1.6407348565704387,4.095
2004-03-12 06:00:00,927.0,17.0,1.8,571.0,56.0,1685.0,71.0,1223.0,487.0,6.8,62.9,0.6234,,,6,12,3,4,0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,0.6,0.8,1.7,4.8,0.7,1.05,0.496990945591569,2.2833333333333337,2.1628404443876086,2.2666666666666666,1.6367164017355438,4.2772
2004-03-12 07:00:00,1091.0,33.0,4.4,730.0,109.0,1387.0,104.0,1361.0,748.0,6.4,65.1,0.6316,,,7,12,3,4,0,0.9659258262890683,-0.25881904510252063,1.0,6.123233995736766e-17,0.8,0.8,1.9,6.9,1.1,0.9666666666666667,0.3444802848737044,1.825,1.6068744364590075,2.2791666666666663,1.6285440728151788,4.166399999999999
2004-03-12 08:00:00,1587.0,202.0,17.9,1236.0,307.0,897.0,141.0,1900.0,1400.0,7.3,63.1,0.6499,,,8,12,3,4,0,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,1.4,0.6,1.4,6.1,2.0,1.4666666666666668,1.4624180888742688,1.6833333333333333,1.2253632732847635,2.379166666666667,1.6834176331309567,4.6063
2004-03-12 09:00:00,1545.0,202.0,22.1,1353.0,307.0,767.0,141.0,2058.0,1588.0,9.2,56.2,0.6561,,,9,12,3,4,0,0.7071067811865476,-0.7071067811865475,1.0,6.123233995736766e-17,4.4,0.8,0.8,3.9,2.2,2.066666666666667,1.8272018680667634,1.7250000000000003,1.3129598761438352,2.4708333333333337,1.7324220709411604,5.1704
2004-03-12 10:00:00,1350.0,208.0,14.0,1118.0,187.0,912.0,122.0,1712.0,1237.0,13.2,41.7,0.632,,,10,12,3,4,0,0.49999999999999994,-0.8660254037844387,1.0,6.123233995736766e-17,4.4,1.4,0.8,1.5,1.7,2.45,1.7478558292948545,1.8583333333333334,1.368116378179292,2.529166666666667,1.728904947890595,5.5044
2004-03-12 11:00:00,1263.0,166.0,11.6,1037.0,216.0,969.0,143.0,1598.0,1167.0,14.3,38.4,0.6243,,,11,12,3,4,0,0.258819045102521,-0.9659258262890682,1.0,6.123233995736766e-17,3.1,4.4,0.6,1.0,1.5,2.8000000000000003,1.4953260514015005,2.0000000000000004,1.3591441157113275,2.5791666666666666,1.715144604542939,5.4912
2004-03-12 12:00:00,1206.0,114.0,10.2,986.0,143.0,1035.0,113.0,1537.0,959.0,15.0,36.5,0.6195,,,12,12,3,4,0,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,2.7,4.4,0.8,1.7,1.6,3.016666666666667,1.2155931336868724,2.033333333333333,1.356019129211634,2.6,1.705744769123243,5.475
2004-03-12 13:00:00,1252.0,140.0,11.0,1016.0,160.0,1008.0,116.0,1593.0,983.0,16.1,34.5,0.6262,,,13,12,3,4,0,-0.2588190451025208,-0.9659258262890683,1.0,6.123233995736766e-17,2.1,3.1,1.4,1.9,1.9,3.2000000000000006,0.9838699100999092,2.0833333333333335,1.3617057039766058,2.625,1.6994244550025963,5.554500000000001
2004-03-12 14:00:00,1287.0,169.0,12.8,1078.0,163.0,949.0,123.0,1660.0,1061.0,16.3,35.7,0.656,,,14,12,3,4,0,-0.4999999999999997,-0.8660254037844388,1.0,6.123233995736766e-17,2.5,2.7,4.4,1.4,2.9,2.9166666666666665,0.7960318251594403,2.191666666666667,1.354090324188385,2.6166666666666667,1.6985074436786802,5.819100000000001
2004-03-12 15:00:00,1353.0,185.0,14.2,1122.0,190.0,922.0,126.0,1740.0,1139.0,15.8,37.0,0.661,,,15,12,3,4,0,-0.7071067811865471,-0.7071067811865479,1.0,6.123233995736766e-17,2.7,2.1,4.4,0.8,2.2,2.6666666666666665,0.3444802848737053,2.3666666666666667,1.292167547068479,2.6458333333333335,1.6970509373787142,5.846
2004-03-12 16:00:00,1309.0,165.0,12.7,1073.0,178.0,954.0,120.0,1657.0,1112.0,15.9,37.2,0.6657,,,16,12,3,4,0,-0.8660254037844385,-0.5000000000000004,1.0,6.123233995736766e-17,2.9,2.5,3.1,0.8,2.2,2.6166666666666667,0.2857738033247083,2.5333333333333337,1.1972189997378648,2.670833333333333,1.69461529985208,5.9148000000000005
2004-03-12 17:00:00,1274.0,133.0,11.7,1041.0,150.0,1006.0,119.0,1610.0,994.0,16.9,34.3,0.6549,,,17,12,3,4,0,-0.9659258262890683,-0.25881904510252063,1.0,6.123233995736766e-17,2.8,2.7,2.7,0.6,2.9,2.5666666666666664,0.29439202887759874,2.6833333333333336,1.0347009522591837,2.65,1.6947489233050066,5.7966999999999995
2004-03-12 18:00:00,1510.0,233.0,19.3,1277.0,206.0,812.0,149.0,1910.0,1410.0,15.1,39.6,0.6766,,,18,12,3,4,0,-1.0,-1.8369701987210297e-16,1.0,6.123233995736766e-17,2.4,2.9,2.1,0.8,4.8,2.8666666666666667,0.5391351098441555,2.941666666666667,0.8999579114737778,2.6125000000000003,1.6545884816105367,5.9796000000000005
2004-03-12 19:00:00,1525.0,242.0,18.2,1246.0,202.0,821.0,145.0,1847.0,1448.0,14.4,43.4,0.7084,,,19,12,3,4,0,-0.9659258262890684,0.2588190451025203,1.0,6.123233995736766e-17,3.9,2.8,2.5,1.4,6.9,3.0666666666666664,0.5955389715767306,3.1333333333333333,0.7784989441615243,2.4791666666666665,1.404025011131945,6.2496
2004-03-12 20:00:00,1843.0,488.0,32.6,1610.0,340.0,624.0,170.0,2390.0,1887.0,12.9,50.5,0.7478,,,20,12,3,4,0,-0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,3.7,2.4,2.7,4.4,6.1,3.716666666666667,1.5223884742951357,3.3166666666666664,1.2312841288917065,2.5,1.4625766423618998,6.514500000000001
2004-03-12 21:00:00,1598.0,333.0,20.1,1299.0,274.0,752.0,149.0,1941.0,1627.0,12.1,53.3,0.7536,,,21,12,3,4,0,-0.7071067811865477,0.7071067811865474,1.0,6.123233995736766e-17,6.6,3.9,2.9,4.4,3.9,3.9666666666666663,1.4841383583300687,3.3166666666666664,1.2312841288917065,2.5208333333333335,1.4867470082924892,6.449299999999999
2004-03-12 22:00:00,1484.0,215.0,14.3,1127.0,253.0,839.0,139.0,1723.0,1491.0,11.0,59.1,0.774,,,22,12,3,4,0,-0.5000000000000004,0.8660254037844384,1.0,6.123233995736766e-17,4.4,3.7,2.8,3.1,1.5,4.083333333333333,1.3991664185030568,3.3499999999999996,1.2302992983970875,2.6041666666666665,1.483087017490638,6.501
2004-03-12 23:00:00,1677.0,367.0,21.8,1346.0,300.0,741.0,134.0,2062.0,1657.0,9.7,64.6,0.7771,,,23,12,3,4,0,-0.25881904510252157,0.9659258262890681,1.0,6.123233995736766e-17,3.5,6.6,2.4,2.7,1.0,4.583333333333333,1.1990273836183525,3.5750000000000006,1.3424028659629186,2.7875,1.5467532615688624,6.266199999999999
2004-03-13 00:00:00,1280.0,122.0,9.6,964.0,193.0,963.0,113.0,1544.0,1285.0,9.5,64.1,0.7597,,,0,13,3,5,1,0.0,1.0,1.0,6.123233995736766e-17,5.4,4.4,3.9,2.1,1.7,4.383333333333334,1.416215614469305,3.625,1.2927243958541075,2.829166666666667,1.5295578123919593,6.089499999999999
2004-03-13 01:00:00,1196.0,67.0,7.4,873.0,139.0,1071.0,97.0,1463.0,1144.0,9.1,63.9,0.7423,,,1,13,3,5,1,0.25881904510252074,0.9659258262890683,1.0,6.123233995736766e-17,2.7,3.5,3.7,2.5,1.9,4.083333333333334,1.7428903197466763,3.5749999999999997,1.350504956067781,2.829166666666667,1.5295578123919593,5.8149
2004-03-13 02:00:00,1184.0,43.0,5.4,782.0,83.0,1176.0,82.0,1365.0,1043.0,8.8,63.9,0.7256,,,2,13,3,5,1,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,1.9,5.4,6.6,2.7,1.4,3.25,1.473431369287353,3.483333333333333,1.449033115459054,2.8375000000000004,1.5219588350714925,5.623200000000001
2004-03-13 03:00:00,1172.0,46.0,5.4,783.0,83.0,1179.0,82.0,1380.0,996.0,7.8,67.5,0.7173,,,3,13,3,5,1,0.7071067811865476,0.7071067811865476,1.0,6.123233995736766e-17,1.6,2.7,4.4,2.9,0.8,2.8000000000000003,1.4642404174178516,3.3833333333333333,1.5319822769763687,2.875,1.4800851914376565,5.265
2004-03-13 04:00:00,1147.0,56.0,6.2,821.0,109.0,1132.0,83.0,1412.0,992.0,7.0,71.1,0.7158,,,4,13,3,5,1,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,1.7,1.9,3.5,2.8,0.8,2.5,1.4764823060233414,3.2916666666666665,1.6013961711486946,2.9125,1.4359703581777787,4.976999999999999
2004-03-13 05:00:00,978.0,30.0,2.6,625.0,62.0,1420.0,65.0,1274.0,819.0,8.3,63.6,0.6982,,,5,13,3,5,1,0.9659258262890683,0.25881904510252074,1.0,6.123233995736766e-17,1.7,1.6,5.4,2.4,0.6,1.7666666666666666,0.550151494287409,3.1749999999999994,1.7189452368451792,2.9291666666666667,1.410050620943514,5.278800000000001
2004-03-13 06:00:00,1100.0,27.0,2.9,646.0,53.0,1406.0,60.0,1268.0,835.0,7.2,67.5,0.6887,,,6,13,3,5,1,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,1.0,1.7,2.7,3.9,0.8,1.5166666666666666,0.3430257521916811,2.9499999999999997,1.7906321890225356,2.9458333333333333,1.385947852292922,4.86
2004-03-13 07:00:00,1112.0,47.0,5.1,770.0,139.0,1228.0,77.0,1409.0,940.0,6.3,71.9,0.6932,,,7,13,3,5,1,0.9659258262890683,-0.25881904510252063,1.0,6.123233995736766e-17,1.2,1.7,1.9,3.7,1.4,1.45,0.2880972058177619,2.766666666666666,1.819257257700782,2.9499999999999997,1.3812407780530238,4.5297
2004-03-13 08:00:00,1336.0,132.0,11.8,1043.0,256.0,935.0,96.0,1678.0,1192.0,6.5,71.6,0.6945,,,8,13,3,5,1,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,1.5,1.0,1.6,6.6,4.4,1.6333333333333335,0.5921711464320673,2.441666666666667,1.3634570589186703,2.879166666666667,1.346809165225806,4.654
2004-03-13 09:00:00,1408.0,239.0,15.1,1153.0,295.0,830.0,119.0,1777.0,1411.0,9.6,59.7,0.7124,,,9,13,3,5,1,0.7071067811865476,-0.7071067811865475,1.0,6.123233995736766e-17,2.7,1.2,1.7,4.4,4.4,1.9666666666666668,1.034730238596838,2.3833333333333333,1.2847591449785674,2.85,1.3197496468780672,5.7312
2004-03-13 10:00:00,1447.0,160.0,12.9,1081.0,250.0,869.0,126.0,1667.0,1465.0,12.4,51.2,0.7335,,,10,13,3,5,1,0.49999999999999994,-0.8660254037844387,1.0,6.123233995736766e-17,3.7,1.5,1.7,3.5,3.1,2.216666666666667,1.133872420806975,2.358333333333334,1.263802583355869,2.8541666666666665,1.3207307485422333,6.348800000000001
2004-03-13 11:00:00,1542.0,283.0,16.1,1184.0,296.0,808.0,158.0,1780.0,1583.0,15.6,42.2,0.7451,,,11,13,3,5,1,0.258819045102521,-0.9659258262890682,1.0,6.123233995736766e-17,3.2,2.7,1.0,5.4,2.7,2.733333333333333,1.1741663709486276,2.25,1.0095003264441806,2.9125,1.3443319013062085,6.583200000000001
2004-03-13 12:00:00,1451.0,210.0,14.0,1117.0,239.0,875.0,161.0,1679.0,1387.0,18.4,33.8,0.709,,,12,13,3,5,1,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,4.1,3.7,1.2,2.7,2.1,3.1333333333333333,0.9309493362512647,2.325,1.077138464974337,2.9749999999999996,1.3397761006974265,6.219199999999998
2004-03-13 13:00:00,1328.0,154.0,12.3,1059.0,153.0,987.0,124.0,1600.0,1101.0,19.4,31.3,0.695,,,13,13,3,5,1,-0.2588190451025208,-0.9659258262890683,1.0,6.123233995736766e-17,3.6,3.2,1.5,1.9,2.5,3.35,0.5468089245796964,2.4,1.0761885607001298,2.9874999999999994,1.3365473039335998,6.072199999999999
2004-03-13 14:00:00,1207.0,112.0,8.6,924.0,118.0,1088.0,102.0,1488.0,850.0,18.0,34.8,0.7127,,,14,13,3,5,1,-0.4999999999999997,-0.8660254037844388,1.0,6.123233995736766e-17,2.8,4.1,2.7,1.6,2.7,3.233333333333334,0.7501111028818802,2.433333333333333,1.0551461194229603,2.9583333333333335,1.3506573815438323,6.263999999999999
2004-03-13 15:00:00,1240.0,108.0,9.2,947.0,119.0,1049.0,116.0,1532.0,947.0,18.4,33.6,0.7042,,,15,13,3,5,1,-0.7071067811865471,-0.7071067811865479,1.0,6.123233995736766e-17,2.0,3.6,3.7,1.7,2.9,2.9499999999999997,0.8526429498916905,2.4583333333333335,1.0396313449167125,2.920833333333333,1.364767591830252,6.1824
2004-03-13 16:00:00,1306.0,111.0,10.2,987.0,138.0,1004.0,124.0,1554.0,1078.0,17.6,35.1,0.7012,,,16,13,3,5,1,-0.8660254037844385,-0.5000000000000004,1.0,6.123233995736766e-17,2.0,2.8,3.2,1.7,2.8,2.8333333333333335,0.8594571930391125,2.525,1.0118614709354417,2.908333333333333,1.3672939528949835,6.177600000000001
2004-03-13 17:00:00,1326.0,97.0,10.6,1000.0,148.0,976.0,125.0,1602.0,1084.0,16.7,37.8,0.7117,,,17,13,3,5,1,-0.9659258262890683,-0.25881904510252063,1.0,6.123233995736766e-17,2.5,2.0,4.1,1.0,2.4,2.533333333333333,0.6055300708195014,2.6333333333333333,0.8967956424082488,2.904166666666667,1.3690616166356167,6.312599999999999
2004-03-13 18:00:00,1473.0,191.0,15.5,1163.0,227.0,831.0,148.0,1779.0,1395.0,16.1,41.0,0.7451,,,18,13,3,5,1,-1.0,-1.8369701987210297e-16,1.0,6.123233995736766e-17,2.3,2.0,3.6,1.2,3.9,2.4666666666666663,0.4718756898449742,2.8000000000000003,0.7850882984503311,2.875,1.354300718002693,6.601
2004-03-13 19:00:00,1609.0,258.0,19.6,1286.0,277.0,758.0,165.0,1922.0,1612.0,15.8,42.4,0.7569,,,19,13,3,5,1,-0.9659258262890684,0.2588190451025203,1.0,6.123233995736766e-17,3.2,2.5,2.8,1.5,3.7,2.7000000000000006,0.8579044235810908,3.025,0.7652985157321411,2.8958333333333335,1.3712828543618079,6.699199999999999
2004-03-13 20:00:00,1611.0,284.0,19.2,1274.0,279.0,754.0,161.0,1915.0,1697.0,15.7,44.1,0.7786,,,20,13,3,5,1,-0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,4.2,2.3,2.0,2.7,6.6,3.066666666666667,0.9626352718795785,3.15,0.8273726213414696,2.795833333333333,1.1607640537188417,6.9237
2004-03-13 21:00:00,1621.0,269.0,18.3,1247.0,283.0,762.0,159.0,1860.0,1886.0,15.3,46.8,0.8091,,,21,13,3,5,1,-0.7071067811865477,0.7071067811865474,1.0,6.123233995736766e-17,4.2,3.2,2.0,3.7,4.4,3.4333333333333336,0.8914407813571634,3.1916666666666664,0.8691253004479781,2.7875,1.1494091109556366,7.160399999999999
2004-03-13 22:00:00,1444.0,180.0,13.1,1089.0,214.0,844.0,143.0,1748.0,1624.0,14.6,48.6,0.806,,,22,13,3,5,1,-0.5000000000000004,0.8660254037844384,1.0,6.123233995736766e-17,4.2,4.2,2.5,3.2,3.5,3.5333333333333337,0.7941452428030215,3.183333333333333,0.8695174558688321,2.7708333333333335,1.1415013632575484,7.095600000000001
2004-03-13 23:00:00,1418.0,116.0,10.9,1010.0,172.0,892.0,130.0,1603.0,1536.0,14.7,49.3,0.8193,,,23,13,3,5,1,-0.25881904510252157,0.9659258262890681,1.0,6.123233995736766e-17,3.1,4.2,2.3,4.1,5.4,3.5833333333333335,0.7054549359574074,3.058333333333333,0.8328028614627871,2.6541666666666663,0.9947598209865919,7.2471
2004-03-14 00:00:00,1534.0,93.0,11.0,1013.0,190.0,889.0,129.0,1611.0,1535.0,13.9,53.6,0.8498,,,0,14,3,6,1,0.0,1.0,1.0,6.123233995736766e-17,2.6,4.2,3.2,3.6,2.7,3.5333333333333337,0.7474400756359467,3.0,0.8157539736063475,2.6625,0.9959974244772013,7.450400000000001
2004-03-14 01:00:00,1484.0,131.0,11.9,1045.0,174.0,880.0,119.0,1624.0,1530.0,14.6,51.5,0.8536,,,1,14,3,6,1,0.25881904510252074,0.9659258262890683,1.0,6.123233995736766e-17,2.9,3.1,4.2,2.8,1.9,3.2999999999999994,0.7155417527999349,3.0,0.8157539736063475,2.6999999999999997,0.9828972258185186,7.519
2004-03-14 02:00:00,1367.0,92.0,8.6,925.0,128.0,953.0,104.0,1543.0,1337.0,12.5,58.9,0.8537,,,2,14,3,6,1,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,2.8,2.6,4.2,2.0,1.6,3.016666666666666,0.617791766428357,3.0416666666666665,0.7716079236754817,2.7375000000000003,0.9559027147152583,7.3625
2004-03-14 03:00:00,1344.0,132.0,9.7,968.0,128.0,921.0,104.0,1620.0,1278.0,11.6,63.4,0.8674,,,3,14,3,6,1,0.7071067811865476,0.7071067811865476,1.0,6.123233995736766e-17,2.5,2.9,4.2,2.0,1.7,2.716666666666667,0.2639444385977272,3.0749999999999997,0.7300373589444212,2.766666666666666,0.9332815720636638,7.354399999999999
2004-03-14 04:00:00,1130.0,56.0,5.2,773.0,70.0,1130.0,82.0,1452.0,1051.0,12.1,61.1,0.8603,,,4,14,3,6,1,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,2.4,2.8,3.1,2.5,1.7,2.6,0.20976176963403656,3.0666666666666664,0.7377278795344694,2.795833333333333,0.9091224467520347,7.3931
2004-03-14 05:00:00,1062.0,32.0,3.7,691.0,53.0,1272.0,70.0,1377.0,929.0,11.5,63.1,0.8533,,,5,14,3,6,1,0.9659258262890683,0.25881904510252074,1.0,6.123233995736766e-17,2.4,2.5,2.6,2.3,1.0,2.3666666666666667,0.6088240030309819,2.975,0.8935374031953509,2.8041666666666667,0.8927140672113898,7.2565
2004-03-14 06:00:00,1076.0,29.0,2.5,618.0,44.0,1395.0,63.0,1333.0,872.0,11.6,62.2,0.8473,,,6,14,3,6,1,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,1.2,2.4,2.9,3.2,1.2,2.0500000000000003,0.7529940238806694,2.7916666666666665,1.0543919689766346,2.795833333333334,0.9091224467520347,7.215199999999999
2004-03-14 07:00:00,1028.0,27.0,2.4,615.0,74.0,1384.0,67.0,1340.0,853.0,10.4,67.6,0.853,,,7,14,3,6,1,0.9659258262890683,-0.25881904510252063,1.0,6.123233995736766e-17,1.0,2.4,2.8,4.2,1.5,1.7333333333333332,0.773735527597556,2.516666666666667,1.0836246694508316,2.7708333333333335,0.953473816546936,7.030399999999999
2004-03-14 08:00:00,1155.0,36.0,4.2,722.0,101.0,1225.0,84.0,1414.0,959.0,11.6,62.7,0.853,,,8,14,3,6,1,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,0.9,1.2,2.5,4.2,2.7,1.5499999999999998,0.6804410334481611,2.283333333333333,0.9851934127906358,2.716666666666667,0.9937485757897008,7.2732
2004-03-14 09:00:00,1235.0,57.0,6.4,828.0,118.0,1055.0,83.0,1527.0,1093.0,12.4,60.0,0.8627,,,9,14,3,6,1,0.7071067811865476,-0.7071067811865475,1.0,6.123233995736766e-17,1.4,1.0,2.4,4.2,3.7,1.4166666666666667,0.5455883674224258,2.066666666666667,0.7923880286064315,2.629166666666667,0.9958519038957321,7.44
2004-03-14 10:00:00,1332.0,129.0,8.6,923.0,144.0,952.0,98.0,1614.0,1225.0,14.5,53.1,0.8728,,,10,14,3,6,1,0.49999999999999994,-0.8660254037844387,1.0,6.123233995736766e-17,1.6,0.9,2.4,3.1,3.2,1.3833333333333335,0.47504385762439655,1.9916666666666665,0.7254570137422877,2.5875,0.9918417212438689,7.6995000000000005
2004-03-14 11:00:00,1445.0,148.0,10.9,1009.0,176.0,878.0,114.0,1696.0,1355.0,16.9,46.1,0.8789,,,11,14,3,6,1,0.258819045102521,-0.9659258262890682,1.0,6.123233995736766e-17,2.2,1.4,1.2,2.6,4.1,1.6500000000000001,0.7314369419163906,2.0083333333333333,0.7427936619562818,2.5333333333333337,0.9397810414118293,7.790899999999999
2004-03-14 12:00:00,1416.0,145.0,10.7,1002.0,161.0,907.0,119.0,1677.0,1262.0,19.3,38.3,0.8474,,,12,14,3,6,1,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,2.8,1.6,1.0,2.9,3.6,1.95,0.7791020472312993,2.0,0.7323685113135567,2.5,0.9141401281603627,7.3919
2004-03-14 13:00:00,1281.0,93.0,7.5,880.0,113.0,1084.0,104.0,1525.0,980.0,21.2,31.4,0.7812,,,13,14,3,6,1,-0.2588190451025208,-0.9659258262890683,1.0,6.123233995736766e-17,2.8,2.2,0.9,2.8,2.8,2.1333333333333333,0.5887840577551915,1.9333333333333336,0.6879922480183422,2.4666666666666663,0.9173054427846374,6.6568
2004-03-14 14:00:00,1207.0,84.0,7.5,879.0,103.0,1104.0,102.0,1490.0,872.0,21.4,30.2,0.7616,,,14,14,3,6,1,-0.4999999999999997,-0.8660254037844388,1.0,6.123233995736766e-17,2.0,2.8,1.4,2.5,2.0,2.1999999999999997,0.5059644256269428,1.875,0.664864989712538,2.4583333333333335,0.9226222867771903,6.4628
2004-03-14 15:00:00,1258.0,99.0,8.2,906.0,112.0,1081.0,107.0,1511.0,900.0,21.9,29.0,0.7525,,,15,14,3,6,1,-0.7071067811865471,-0.7071067811865479,1.0,6.123233995736766e-17,1.8,2.8,1.6,2.4,2.0,2.25,0.44609416046391176,1.8333333333333333,0.6443225241690018,2.4541666666666666,0.9250048961875907,6.350999999999999
2004-03-14 16:00:00,1458.0,150.0,11.9,1045.0,170.0,974.0,129.0,1646.0,1099.0,22.2,28.4,0.7516,,,16,14,3,6,1,-0.8660254037844385,-0.5000000000000004,1.0,6.123233995736766e-17,1.9,2.0,2.2,2.4,2.5,2.3833333333333333,0.5382068994974601,1.8833333333333335,0.7120180453961092,2.475,0.9316885092459123,6.304799999999999
2004-03-14 17:00:00,1438.0,156.0,12.0,1051.0,180.0,943.0,128.0,1668.0,1206.0,21.3,30.8,0.7696,,,17,14,3,6,1,-0.9659258262890683,-0.25881904510252063,1.0,6.123233995736766e-17,3.0,1.8,2.8,1.2,2.3,2.4,0.5549774770204666,2.025,0.7325236577004923,2.5,0.9348331634458963,6.5604000000000005
